gene,species
mouse:Rsph9,mouse
mouse:Ryr2,mouse
mouse:Scfd1,mouse
mouse:Sec24b,mouse
mouse:Selenos,mouse
mouse:Sept6,mouse
mouse:Serpina1d,mouse
mouse:Sgta,mouse
mouse:Slc41a3,mouse
mouse:Smagp,mouse
mouse:Smc5,mouse
mouse:Snapc5,mouse
mouse:Ssx2ip,mouse
mouse:Stt3a,mouse
mouse:Stx6,mouse
mouse:Sucla2,mouse
mouse:Thsd7b,mouse
mouse:Tmem11,mouse
mouse:Tmem242,mouse
mouse:Tmem40,mouse
mouse:Tmem55b,mouse
mouse:Tmem63b,mouse
mouse:Tram2,mouse
mouse:Tsen34,mouse
mouse:Tubgcp4,mouse
mouse:U2surp,mouse
mouse:Ubr3,mouse
mouse:Uhrf2,mouse
mouse:Usp7,mouse
mouse:Usp8,mouse
mouse:Vps50,mouse
mouse:Wdfy3,mouse
mouse:Zbed3,mouse
mouse:Zfp148,mouse
mouse:Zfp37,mouse
mouse:Zfp407,mouse
mouse:Zfp414,mouse
mouse:Zfp568,mouse
mouse:Zfp609,mouse
mouse:Zmynd8,mouse
mouse:Zranb1,mouse
mouse:mt-Nd6,mouse
mouse:0610010K14Rik,mouse
mouse:0610012G03Rik,mouse
mouse:1110008F13Rik,mouse
mouse:1810058I24Rik,mouse
mouse:2010110G14Rik,mouse
mouse:2700081O15Rik,mouse
mouse:2810004N23Rik,mouse
mouse:4930481A15Rik,mouse
mouse:4932438A13Rik,mouse
mouse:9930021J03Rik,mouse
mouse:A830082K12Rik,mouse
mouse:AI314180,mouse
mouse:Aars,mouse
mouse:Abcg2,mouse
mouse:Abhd8,mouse
mouse:Acadl,mouse
mouse:Acap2,mouse
mouse:Actn3,mouse
mouse:Agbl2,mouse
mouse:Ak5,mouse
mouse:Arsi,mouse
mouse:Atp13a3,mouse
mouse:Atp5h,mouse
mouse:BC001981,mouse
mouse:Bag5,mouse
mouse:Bod1l,mouse
mouse:Bola2,mouse
mouse:Brd4,mouse
mouse:Brd9,mouse
mouse:C1qc,mouse
mouse:C2,mouse
mouse:Calm4,mouse
mouse:Ccdc115,mouse
mouse:Cdc25c,mouse
mouse:Cebpzos,mouse
mouse:Cntd1,mouse
mouse:Cop1,mouse
mouse:Creb1,mouse
mouse:Crot,mouse
mouse:Ctdspl2,mouse
mouse:Ctsz,mouse
mouse:Cul4a,mouse
mouse:Cyr61,mouse
mouse:Dcaf1,mouse
mouse:Dcaf5,mouse
mouse:Ddah2,mouse
mouse:Ddx46,mouse
mouse:Dmkn,mouse
mouse:Dnah14,mouse
mouse:Dnal4,mouse
mouse:Dnm1l,mouse
mouse:E2f3,mouse
mouse:Eef1akmt1,mouse
mouse:Efcab8,mouse
mouse:Eif3j1,mouse
mouse:Eif4g3,mouse
mouse:Elof1,mouse
mouse:Ergic1,mouse
mouse:Exoc3,mouse
mouse:Fam136a,mouse
mouse:Fam193a,mouse
mouse:Fam214b,mouse
mouse:Fam216a,mouse
mouse:Fars2,mouse
mouse:Fbxw11,mouse
mouse:Fchsd2,mouse
mouse:Foxo3,mouse
mouse:Gfpt1,mouse
mouse:Gm26870,mouse
mouse:Gm28730,mouse
mouse:Gm43738,mouse
mouse:Gm43948,mouse
mouse:Gm44987,mouse
mouse:Gm6563,mouse
mouse:Gm9844,mouse
mouse:Gna11,mouse
mouse:Gpatch2,mouse
mouse:Gpatch8,mouse
mouse:Gpsm2,mouse
mouse:Grb2,mouse
mouse:Grhl1,mouse
mouse:Gstz1,mouse
mouse:Gtf2e2,mouse
mouse:Gys1,mouse
mouse:H1f0,mouse
mouse:H2afv,mouse
mouse:Hbb-bh1,mouse
mouse:Hdac7,mouse
mouse:Hdhd2,mouse
mouse:Heatr5a,mouse
mouse:Hist1h2ae,mouse
mouse:Hook3,mouse
mouse:Hras,mouse
mouse:Ifitm3,mouse
mouse:Ipo4,mouse
mouse:Iws1,mouse
mouse:Kcnk9,mouse
mouse:Kif4,mouse
mouse:Kpna3,mouse
mouse:Krt77,mouse
mouse:Lockd,mouse
mouse:Lrch1,mouse
mouse:Lsm14a,mouse
mouse:Lst1,mouse
mouse:Luc7l,mouse
mouse:Lyrm9,mouse
mouse:Man2a1,mouse
mouse:Map2k6,mouse
mouse:Map3k7,mouse
mouse:Mast4,mouse
mouse:Med1,mouse
mouse:Mga,mouse
mouse:Mia3,mouse
mouse:Mpo,mouse
mouse:Mrc1,mouse
mouse:Mrpl48,mouse
mouse:Mybbp1a,mouse
mouse:Myh11,mouse
mouse:Myh6,mouse
mouse:Nolc1,mouse
mouse:Nos1ap,mouse
mouse:Ntmt1,mouse
mouse:Nufip2,mouse
mouse:Nup153,mouse
mouse:Odf2,mouse
mouse:Pbrm1,mouse
mouse:Pcna-ps2,mouse
mouse:Pcnt,mouse
mouse:Pcsk5,mouse
mouse:Pfdn6,mouse
mouse:Phb,mouse
mouse:Phex,mouse
mouse:Phkb,mouse
mouse:Pik3r1,mouse
mouse:Pla2g16,mouse
mouse:Ppp4r1,mouse
mouse:Prkaa2,mouse
mouse:Prkag2,mouse
mouse:Psme3,mouse
mouse:Ptprt,mouse
mouse:Rac2,mouse
mouse:Rad51b,mouse
mouse:Ramp1,mouse
mouse:Ranbp2,mouse
mouse:Rasa1,mouse
mouse:Rhbg,mouse
mouse:Rnf26,mouse
mouse:Rtca,mouse
mouse:Rtl8a,mouse
mouse:Sart3,mouse
mouse:Scnm1,mouse
mouse:Sec14l1,mouse
mouse:Sec16a,mouse
mouse:Sept11,mouse
mouse:Sept9,mouse
mouse:Serpinb5,mouse
mouse:Sfr1,mouse
mouse:Skiv2l2,mouse
mouse:Slain2,mouse
mouse:Slc39a1,mouse
mouse:Slco3a1,mouse
mouse:Smdt1,mouse
mouse:Snapc1,mouse
mouse:Sord,mouse
mouse:Spag16,mouse
mouse:Spc24,mouse
mouse:Srrm1,mouse
mouse:Stag2,mouse
mouse:Ston1,mouse
mouse:Stx5a,mouse
mouse:Surf4,mouse
mouse:Taf1,mouse
mouse:Tanc1,mouse
mouse:Tcp11,mouse
mouse:Tecr,mouse
mouse:Tgs1,mouse
mouse:Thrap3,mouse
mouse:Tmc6,mouse
mouse:Tmem125,mouse
mouse:Tmem131,mouse
mouse:Tmem178,mouse
mouse:Tmem55a,mouse
mouse:Tmem9b,mouse
mouse:Tmprss13,mouse
mouse:Tnks,mouse
mouse:Tomm70a,mouse
mouse:Tor1aip2,mouse
mouse:Tpd52l1,mouse
mouse:Tpp2,mouse
mouse:Trim35,mouse
mouse:Trp53inp1,mouse
mouse:Trpm7,mouse
mouse:Tsix,mouse
mouse:Ttc37,mouse
mouse:Ube2g1,mouse
mouse:Ubr1,mouse
mouse:Wdr70,mouse
mouse:Yrdc,mouse
mouse:Zfand3,mouse
mouse:Zfp260,mouse
mouse:Zfp451,mouse
mouse:2900097C17Rik,mouse
mouse:3110043O21Rik,mouse
mouse:9330179D12Rik,mouse
mouse:AK157302,mouse
mouse:Acbd3,mouse
mouse:Afm,mouse
mouse:Anapc10,mouse
mouse:Ankrd11,mouse
mouse:Apaf1,mouse
mouse:Arfip1,mouse
mouse:Arhgap31,mouse
mouse:Armcx1,mouse
mouse:B4galt6,mouse
mouse:Bag6,mouse
mouse:Bok,mouse
mouse:Btbd1,mouse
mouse:C1qtnf4,mouse
mouse:C330027C09Rik,mouse
mouse:Ccar1,mouse
mouse:Cdc42se2,mouse
mouse:Crebbp,mouse
mouse:Csnk1g1,mouse
mouse:Ctgf,mouse
mouse:Cul7,mouse
mouse:Daam2,mouse
mouse:Dck,mouse
mouse:Dlgap3,mouse
mouse:Dnajc2,mouse
mouse:Efr3a,mouse
mouse:Epc1,mouse
mouse:Epc2,mouse
mouse:Fam102b,mouse
mouse:Fam129b,mouse
mouse:Fam57b,mouse
mouse:Fcrla,mouse
mouse:Fgf2,mouse
mouse:Fto,mouse
mouse:Gm20498,mouse
mouse:Gm20538,mouse
mouse:Gm29773,mouse
mouse:Gm38394,mouse
mouse:Gm44238,mouse
mouse:Gng10,mouse
mouse:Hist1h1c,mouse
mouse:Hist1h3b,mouse
mouse:Ireb2,mouse
mouse:Itga9,mouse
mouse:Itgb4,mouse
mouse:Khnyn,mouse
mouse:Knl1,mouse
mouse:Knop1,mouse
mouse:Lats1,mouse
mouse:Lgals7,mouse
mouse:Lrp5,mouse
mouse:Lrp6,mouse
mouse:Lsm12,mouse
mouse:Ltv1,mouse
mouse:Ly6h,mouse
mouse:Macrod1,mouse
mouse:March7,mouse
mouse:Mef2d,mouse
mouse:Mroh5,mouse
mouse:Mvp,mouse
mouse:Myo19,mouse
mouse:Myo7a,mouse
mouse:Ncapg2,mouse
mouse:Ndufb4,mouse
mouse:Nov,mouse
mouse:Nudt11,mouse
mouse:Nup133,mouse
mouse:Ogt,mouse
mouse:Orc3,mouse
mouse:Pacsin2,mouse
mouse:Pcmtd1,mouse
mouse:Pdcd4,mouse
mouse:Pgam5,mouse
mouse:Phykpl,mouse
mouse:Plcb1,mouse
mouse:Pop4,mouse
mouse:Ppil4,mouse
mouse:Ppm1a,mouse
mouse:Prelid3b,mouse
mouse:Psmc4,mouse
mouse:Psme1,mouse
mouse:Ptdss2,mouse
mouse:Rai1,mouse
mouse:Rapgef2,mouse
mouse:Rfc1,mouse
mouse:Rps6ka3,mouse
mouse:Sbno1,mouse
mouse:Scyl1,mouse
mouse:Serpina1b,mouse
mouse:Sertad4,mouse
mouse:Setd3,mouse
mouse:Sfxn5,mouse
mouse:Slc25a12,mouse
mouse:Slc9a7,mouse
mouse:Smarcad1,mouse
mouse:Smc2,mouse
mouse:Smim10l1,mouse
mouse:Snap23,mouse
mouse:Stard8,mouse
mouse:Stx4a,mouse
mouse:Sugt1,mouse
mouse:Tacc2,mouse
mouse:Tbck,mouse
mouse:Thoc3,mouse
mouse:Tmem234,mouse
mouse:Tmem29,mouse
mouse:Tnrc6a,mouse
mouse:Tpd52l2,mouse
mouse:Tpm3-rs7,mouse
mouse:Trafd1,mouse
mouse:Trappc6b,mouse
mouse:Tro,mouse
mouse:Tsnax,mouse
mouse:Tspyl3,mouse
mouse:Txlna,mouse
mouse:Vmn2r59,mouse
mouse:Vps4a,mouse
mouse:Vps54,mouse
mouse:Wdr61,mouse
mouse:Zc3h7b,mouse
mouse:Zfp322a,mouse
mouse:Zscan21,mouse
mouse:Zyg11b,mouse
mouse:Adcy2,mouse
mouse:Afap1,mouse
mouse:Agrn,mouse
mouse:Ap3b1,mouse
mouse:Aqr,mouse
mouse:Ascc3,mouse
mouse:Atf6,mouse
mouse:Atxn2,mouse
mouse:Baz1a,mouse
mouse:Car3,mouse
mouse:Ccdc186,mouse
mouse:Ccser2,mouse
mouse:Commd10,mouse
mouse:Creg1,mouse
mouse:Cstf2,mouse
mouse:Ctnnbip1,mouse
mouse:Dusp16,mouse
mouse:Esyt1,mouse
mouse:Ets2,mouse
mouse:Farp1,mouse
mouse:Fbln7,mouse
mouse:Fuz,mouse
mouse:Gars,mouse
mouse:Gm16286,mouse
mouse:Gm20503,mouse
mouse:Gm42669,mouse
mouse:Gm43055,mouse
mouse:Gm44686,mouse
mouse:Gm9774,mouse
mouse:Gstp1,mouse
mouse:Gtdc1,mouse
mouse:Gulp1,mouse
mouse:Hspa1b,mouse
mouse:Irf5,mouse
mouse:Lgi3,mouse
mouse:Mblac2,mouse
mouse:Melk,mouse
mouse:Mogs,mouse
mouse:Ndufaf2,mouse
mouse:Nf2,mouse
mouse:Npepps,mouse
mouse:Nr2c2,mouse
mouse:Ocel1,mouse
mouse:Pip4k2b,mouse
mouse:Pofut2,mouse
mouse:Polr2m,mouse
mouse:Psme2,mouse
mouse:Psme2b,mouse
mouse:Pwwp2a,mouse
mouse:Shc4,mouse
mouse:Slc48a1,mouse
mouse:Spop,mouse
mouse:Stfa1,mouse
mouse:Syde1,mouse
mouse:Tbrg1,mouse
mouse:Tesk2,mouse
mouse:Tle3,mouse
mouse:Tnpo3,mouse
mouse:Tnrc18,mouse
mouse:Toe1,mouse
mouse:Topors,mouse
mouse:Traf5,mouse
mouse:Trappc13,mouse
mouse:Trip11,mouse
mouse:Ubxn11,mouse
mouse:Zfp131,mouse
mouse:Zfp354c,mouse
mouse:Zfp41,mouse
mouse:Zfp516,mouse
mouse:Zfp871,mouse
mouse:1500015O10Rik,mouse
mouse:1810013L24Rik,mouse
mouse:Abl2,mouse
mouse:Alyref,mouse
mouse:Atad1,mouse
mouse:Bcl7a,mouse
mouse:Brpf3,mouse
mouse:Car2,mouse
mouse:Cep112,mouse
mouse:Cep85l,mouse
mouse:Chd8,mouse
mouse:Cldn18,mouse
mouse:Clip1,mouse
mouse:Cops4,mouse
mouse:Crkl,mouse
mouse:Csta1,mouse
mouse:Eml4,mouse
mouse:Ep400,mouse
mouse:Fam110b,mouse
mouse:Fam114a2,mouse
mouse:Fam208a,mouse
mouse:Fbxo18,mouse
mouse:Fosl2,mouse
mouse:Galnt16,mouse
mouse:Ggh,mouse
mouse:Gm29502,mouse
mouse:Gpd1,mouse
mouse:H2-Q2,mouse
mouse:Ikbip,mouse
mouse:Inppl1,mouse
mouse:Itsn1,mouse
mouse:Kdm3b,mouse
mouse:Kif13b,mouse
mouse:Klhdc2,mouse
mouse:Kpna1,mouse
mouse:Lnpep,mouse
mouse:Lrfn5,mouse
mouse:Marf1,mouse
mouse:Med21,mouse
mouse:Nlk,mouse
mouse:Oraov1,mouse
mouse:Pmvk,mouse
mouse:Pou6f1,mouse
mouse:Ppp1r2,mouse
mouse:Rab10,mouse
mouse:Ranbp10,mouse
mouse:Rbm25,mouse
mouse:Rhd,mouse
mouse:Rptor,mouse
mouse:Scn1a,mouse
mouse:Slfn9,mouse
mouse:Spg20,mouse
mouse:Supt4a,mouse
mouse:Tbc1d20,mouse
mouse:Tbc1d9,mouse
mouse:Tmem200a,mouse
mouse:U2af1,mouse
mouse:Vamp4,mouse
mouse:Vamp7,mouse
mouse:Wdr45b,mouse
mouse:Wipi1,mouse
mouse:AC157554.2,mouse
mouse:Adamts12,mouse
mouse:Adcy9,mouse
mouse:Arhgef4,mouse
mouse:Bmpr1a,mouse
mouse:Ccdc34,mouse
mouse:Cd5l,mouse
mouse:Cdc26,mouse
mouse:Cdip1,mouse
mouse:Cep76,mouse
mouse:Cep83,mouse
mouse:Chd6,mouse
mouse:Cma1,mouse
mouse:Commd5,mouse
mouse:Csnk1g2,mouse
mouse:Dalrd3,mouse
mouse:Dcun1d4,mouse
mouse:Dnajc10,mouse
mouse:Dusp11,mouse
mouse:E130307A14Rik,mouse
mouse:Elmo1,mouse
mouse:Etf1,mouse
mouse:Fcf1,mouse
mouse:Fgf10,mouse
mouse:Foxk2,mouse
mouse:Gatad2b,mouse
mouse:Gm12166,mouse
mouse:Gm35769,mouse
mouse:Gm42674,mouse
mouse:Gm5483,mouse
mouse:Gm6169,mouse
mouse:Gm9803,mouse
mouse:Gmps,mouse
mouse:Gtf2ird1,mouse
mouse:Gtf3c1,mouse
mouse:Gucy1a1,mouse
mouse:Helz,mouse
mouse:Hist1h1a,mouse
mouse:Kcne1l,mouse
mouse:Lcmt1,mouse
mouse:Llph,mouse
mouse:Lypla2,mouse
mouse:Mbd5,mouse
mouse:Myo1d,mouse
mouse:Nrarp,mouse
mouse:Pam16,mouse
mouse:Pcgf3,mouse
mouse:Pkn2,mouse
mouse:Ppp4r3a,mouse
mouse:Rasa2,mouse
mouse:Rfx7,mouse
mouse:Sfxn1,mouse
mouse:Slc24a2,mouse
mouse:Smim14,mouse
mouse:Srpr,mouse
mouse:Swi5,mouse
mouse:Tm9sf2,mouse
mouse:Tmem56,mouse
mouse:Uba5,mouse
mouse:Ubn2,mouse
mouse:Ugt2b36,mouse
mouse:Vwa7,mouse
mouse:Wdr6,mouse
mouse:Zfp445,mouse
mouse:Zfp740,mouse
mouse:Zmiz2,mouse
mouse:Zmym3,mouse
mouse:2210016L21Rik,mouse
mouse:Abca12,mouse
mouse:Adam1a,mouse
mouse:Amph,mouse
mouse:Asap1,mouse
mouse:Atad2b,mouse
mouse:Col11a2,mouse
mouse:Eci2,mouse
mouse:Eif3c,mouse
mouse:Fzr1,mouse
mouse:Garnl3,mouse
mouse:Gde1,mouse
mouse:Gm12355,mouse
mouse:Gm19710,mouse
mouse:Gm21983,mouse
mouse:Gm26770,mouse
mouse:Map3k6,mouse
mouse:Mef2a,mouse
mouse:Morc2a,mouse
mouse:N4bp2l2,mouse
mouse:N4bp3,mouse
mouse:Ntan1,mouse
mouse:Nudt19,mouse
mouse:Pld5,mouse
mouse:Ppp2r2a,mouse
mouse:Prdm1,mouse
mouse:Pspc1,mouse
mouse:Rabgap1,mouse
mouse:Raph1,mouse
mouse:Rb1,mouse
mouse:Rbm8a2,mouse
mouse:Rcbtb1,mouse
mouse:Rock1,mouse
mouse:Sec22b,mouse
mouse:Sfxn3,mouse
mouse:Smap2,mouse
mouse:Sorcs2,mouse
mouse:Tbc1d7,mouse
mouse:Txnrd2,mouse
mouse:Ubr5,mouse
mouse:Ulk2,mouse
mouse:Yeats2,mouse
mouse:Zcchc12,mouse
mouse:Zfp62,mouse
mouse:Zfp750,mouse
mouse:Zmat5,mouse
mouse:Zranb2,mouse
mouse:1810037I17Rik,mouse
mouse:AC165953.2,mouse
mouse:Arvcf,mouse
mouse:Avl9,mouse
mouse:Camp,mouse
mouse:Ccdc171,mouse
mouse:Cdc42bpa,mouse
mouse:Chchd10,mouse
mouse:Clock,mouse
mouse:Cul2,mouse
mouse:Cxcl16,mouse
mouse:Dnmt3a,mouse
mouse:Fam222b,mouse
mouse:Fbxw8,mouse
mouse:Gabpb2,mouse
mouse:Glmp,mouse
mouse:Gm16867,mouse
mouse:Gm21949,mouse
mouse:Gm34237,mouse
mouse:Gm3776,mouse
mouse:Gramd1a,mouse
mouse:Hivep1,mouse
mouse:Impad1,mouse
mouse:Iqgap2,mouse
mouse:Kif14,mouse
mouse:Knstrn,mouse
mouse:Kremen1,mouse
mouse:Krt6a,mouse
mouse:Lipm,mouse
mouse:Magel2,mouse
mouse:Map4k3,mouse
mouse:Mier1,mouse
mouse:Mir124a-1hg,mouse
mouse:Nfatc3,mouse
mouse:Nudt2,mouse
mouse:Pcnx,mouse
mouse:Prelid2,mouse
mouse:Ptgr1,mouse
mouse:R3hdm2,mouse
mouse:Rbms2,mouse
mouse:Rnf7,mouse
mouse:Selenbp1,mouse
mouse:Sh3d19,mouse
mouse:Shprh,mouse
mouse:Slc30a9,mouse
mouse:Slc39a7,mouse
mouse:Slc9a9,mouse
mouse:Snx12,mouse
mouse:Sp1,mouse
mouse:Stambp,mouse
mouse:Surf2,mouse
mouse:Tmem164,mouse
mouse:Usp28,mouse
mouse:Zfp318,mouse
mouse:4921524J17Rik,mouse
mouse:Ablim1,mouse
mouse:Ano6,mouse
mouse:Anxa8,mouse
mouse:Ap1m1,mouse
mouse:Arhgef25,mouse
mouse:Asna1,mouse
mouse:B3galt1,mouse
mouse:B3gnt5,mouse
mouse:Bace1,mouse
mouse:Bet1l,mouse
mouse:Cdc6,mouse
mouse:Cdkn2aipnl,mouse
mouse:Cox8b,mouse
mouse:Cspp1,mouse
mouse:Eya2,mouse
mouse:Gatad2a,mouse
mouse:Gm17018,mouse
mouse:Gm281,mouse
mouse:Gm3764,mouse
mouse:Golt1b,mouse
mouse:Gsdmc,mouse
mouse:Hipk1,mouse
mouse:Hnrnpl,mouse
mouse:Ift43,mouse
mouse:Il4,mouse
mouse:Kdelc2,mouse
mouse:Larp7,mouse
mouse:Luc7l2,mouse
mouse:Mfng,mouse
mouse:Ncbp3,mouse
mouse:Ndfip2,mouse
mouse:Nfatc4,mouse
mouse:Nup98,mouse
mouse:Opa1,mouse
mouse:Ostf1,mouse
mouse:Pde7a,mouse
mouse:Pds5b,mouse
mouse:Pin1,mouse
mouse:Plekhg2,mouse
mouse:Plgrkt,mouse
mouse:Plod3,mouse
mouse:Ppp2r5c,mouse
mouse:Prickle2,mouse
mouse:Rab5a,mouse
mouse:Rapgef1,mouse
mouse:Rbbp6,mouse
mouse:Rif1,mouse
mouse:Sars,mouse
mouse:Serpina6,mouse
mouse:Shoc2,mouse
mouse:Slc25a26,mouse
mouse:Spryd7,mouse
mouse:Ss18,mouse
mouse:Tab2,mouse
mouse:Tet3,mouse
mouse:Tnfaip8,mouse
mouse:Traf4,mouse
mouse:Tram1l1,mouse
mouse:Tuft1,mouse
mouse:Wdr5b,mouse
mouse:Wdr7,mouse
mouse:Zfp386,mouse
mouse:Btg2,mouse
mouse:C130071C03Rik,mouse
mouse:Cntln,mouse
mouse:Commd1,mouse
mouse:Coro1c,mouse
mouse:Cyfip1,mouse
mouse:Dlx1as,mouse
mouse:Dmxl1,mouse
mouse:Dnajc1,mouse
mouse:Epn2,mouse
mouse:Ercc6l2,mouse
mouse:Ezh2,mouse
mouse:Fbxo25,mouse
mouse:Foxj3,mouse
mouse:Galnt14,mouse
mouse:Gli1,mouse
mouse:Gm11837,mouse
mouse:Gm20537,mouse
mouse:Gm28048,mouse
mouse:Gm45890,mouse
mouse:Grb7,mouse
mouse:Gsta2,mouse
mouse:Hat1,mouse
mouse:Hist1h1d,mouse
mouse:Il11ra1,mouse
mouse:Inpp5a,mouse
mouse:Klf14,mouse
mouse:Mapk1ip1l,mouse
mouse:Mapk8ip3,mouse
mouse:March2,mouse
mouse:Mcam,mouse
mouse:Med29,mouse
mouse:Mesd,mouse
mouse:Mog,mouse
mouse:Mtmr2,mouse
mouse:Myo5b,mouse
mouse:Nf1,mouse
mouse:Nme3,mouse
mouse:Nol3,mouse
mouse:Otud7b,mouse
mouse:Pcmt1,mouse
mouse:Pdxdc1,mouse
mouse:Pkd2,mouse
mouse:Plin2,mouse
mouse:Pnmal2,mouse
mouse:Pou2f3,mouse
mouse:Ptk2,mouse
mouse:Rab3il1,mouse
mouse:Ranbp17,mouse
mouse:Rdh16f1,mouse
mouse:Rnf157,mouse
mouse:Rpia,mouse
mouse:Rrp1,mouse
mouse:Scai,mouse
mouse:Smndc1,mouse
mouse:Spred2,mouse
mouse:Srek1,mouse
mouse:Supt6,mouse
mouse:Tfip11,mouse
mouse:Tpd52,mouse
mouse:Trim32,mouse
mouse:Ttc41,mouse
mouse:Ube2o,mouse
mouse:Umad1,mouse
mouse:Wdr83,mouse
mouse:Zcchc11,mouse
mouse:Zfyve9,mouse
mouse:4930533K18Rik,mouse
mouse:Acsm3,mouse
mouse:Adssl1,mouse
mouse:Angel2,mouse
mouse:Arih1,mouse
mouse:Atf7,mouse
mouse:C130073E24Rik,mouse
mouse:Ccdc25,mouse
mouse:Cfb,mouse
mouse:Chn2,mouse
mouse:Clic1,mouse
mouse:Cryzl1,mouse
mouse:Csf1r,mouse
mouse:Csnk1g3,mouse
mouse:Dido1,mouse
mouse:Dopey1,mouse
mouse:Dpp6,mouse
mouse:Ect2,mouse
mouse:Eid2,mouse
mouse:Eri2,mouse
mouse:F8a,mouse
mouse:Fer,mouse
mouse:Gigyf2,mouse
mouse:Gm28306,mouse
mouse:Imp4,mouse
mouse:Ints6,mouse
mouse:Irak1bp1,mouse
mouse:Isoc1,mouse
mouse:Kdm7a,mouse
mouse:Mapkapk3,mouse
mouse:Mast2,mouse
mouse:Mindy3,mouse
mouse:Mis18bp1,mouse
mouse:Pmf1,mouse
mouse:Psd3,mouse
mouse:Rassf3,mouse
mouse:Rcc2,mouse
mouse:Shank1,mouse
mouse:Srcap,mouse
mouse:Suds3,mouse
mouse:Tcea3,mouse
mouse:Ttl,mouse
mouse:Ubxn7,mouse
mouse:Xist,mouse
mouse:Zfp160,mouse
mouse:Acbd6,mouse
mouse:Actr10,mouse
mouse:Ahnak2,mouse
mouse:Ankra2,mouse
mouse:Ap3s2,mouse
mouse:Asnsd1,mouse
mouse:Cab39,mouse
mouse:Ccnf,mouse
mouse:Chrm3,mouse
mouse:Cox19,mouse
mouse:Ctif,mouse
mouse:Cul5,mouse
mouse:Dgkd,mouse
mouse:Dis3,mouse
mouse:Dis3l2,mouse
mouse:Dock4,mouse
mouse:Eipr1,mouse
mouse:Fip1l1,mouse
mouse:Foxm1,mouse
mouse:Gab1,mouse
mouse:Gabarapl1,mouse
mouse:Gm16136,mouse
mouse:Gm30382,mouse
mouse:Gm32051,mouse
mouse:Golgb1,mouse
mouse:Ing1,mouse
mouse:Map3k3,mouse
mouse:Mbip,mouse
mouse:Mfn2,mouse
mouse:Mical3,mouse
mouse:Mkrn2,mouse
mouse:Oxr1,mouse
mouse:Paip2b,mouse
mouse:Pan3,mouse
mouse:Pdpk1,mouse
mouse:Pds5a,mouse
mouse:Psmc3ip,mouse
mouse:Rab12,mouse
mouse:Ralgapb,mouse
mouse:Rbmx,mouse
mouse:Rflnb,mouse
mouse:Sirt2,mouse
mouse:Sod2,mouse
mouse:St7,mouse
mouse:Stim1,mouse
mouse:Sys1,mouse
mouse:Tcp11l1,mouse
mouse:Tdrd3,mouse
mouse:Tet1,mouse
mouse:Tmod3,mouse
mouse:Ttc19,mouse
mouse:Ttc7b,mouse
mouse:Zbtb5,mouse
mouse:Zfpm1,mouse
mouse:Adprh,mouse
mouse:Ago2,mouse
mouse:Apoc4,mouse
mouse:Asxl2,mouse
mouse:C530008M17Rik,mouse
mouse:Cdk17,mouse
mouse:Cebpz,mouse
mouse:Cep295,mouse
mouse:Cystm1,mouse
mouse:Cyth1,mouse
mouse:Ddx24,mouse
mouse:Deaf1,mouse
mouse:Dhx57,mouse
mouse:Dnajc7,mouse
mouse:Dse,mouse
mouse:Ehmt1,mouse
mouse:Fundc2,mouse
mouse:Fzd6,mouse
mouse:Galnt13,mouse
mouse:Gfpt2,mouse
mouse:Glyr1,mouse
mouse:Gm26735,mouse
mouse:Gm29418,mouse
mouse:Gp1bb,mouse
mouse:Guca2a,mouse
mouse:Hexa,mouse
mouse:Hrnr,mouse
mouse:Igf2bp2,mouse
mouse:Il2,mouse
mouse:Itpr2,mouse
mouse:Mtdh,mouse
mouse:Nde1,mouse
mouse:Nucb1,mouse
mouse:Pigp,mouse
mouse:Pitpnb,mouse
mouse:Plcl2,mouse
mouse:Ppp1r11,mouse
mouse:Rab11fip2,mouse
mouse:Rab39,mouse
mouse:Rai2,mouse
mouse:Ranbp9,mouse
mouse:Rcsd1,mouse
mouse:Rnf138,mouse
mouse:Samd8,mouse
mouse:Smad2,mouse
mouse:Smg6,mouse
mouse:Snrnp40,mouse
mouse:Sptssa,mouse
mouse:Srpk2,mouse
mouse:Strn,mouse
mouse:Tmem199,mouse
mouse:Trim10,mouse
mouse:Uba3,mouse
mouse:Ube2m,mouse
mouse:Vti1a,mouse
mouse:Wdr43,mouse
mouse:Zfp326,mouse
mouse:Airn,mouse
mouse:Akr1b7,mouse
mouse:Ap2a1,mouse
mouse:Armc8,mouse
mouse:Asb2,mouse
mouse:Bmpr1b,mouse
mouse:Braf,mouse
mouse:Brd2,mouse
mouse:C1qtnf6,mouse
mouse:Cacnb2,mouse
mouse:Cad,mouse
mouse:Casc4,mouse
mouse:Dmrt2,mouse
mouse:Dpp8,mouse
mouse:Erf,mouse
mouse:Fam69b,mouse
mouse:Fam91a1,mouse
mouse:Fignl1,mouse
mouse:Fmr1,mouse
mouse:Glmn,mouse
mouse:Gm16853,mouse
mouse:Golga4,mouse
mouse:Gpbp1,mouse
mouse:Hmgcll1,mouse
mouse:Hmmr,mouse
mouse:Kansl1,mouse
mouse:Kars,mouse
mouse:Kctd17,mouse
mouse:Lrch3,mouse
mouse:Lysmd4,mouse
mouse:Mkln1,mouse
mouse:Mthfd2l,mouse
mouse:Myo3a,mouse
mouse:Naa60,mouse
mouse:Ndufaf5,mouse
mouse:Nsf,mouse
mouse:Pfkp,mouse
mouse:Phf2,mouse
mouse:Phgr1,mouse
